Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
"Michael Parks, Justin Long, Genesis Rodriguez, Haley Joel Osment",2 wins & 7 nominations.,N/A,USA,30 Dec 2014,Kevin Smith,,"Comedy, Drama, Horror",English,55,A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.,https://m.media-amazon.com/images/M/MV5BNmQyMmUzMmYtMTA4OS00ZmRjLWE0NWYtNjc0ZGM0N2E4YzQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,A24 Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",19 Sep 2014,True,102 min,,Tusk,movie,http://www.TuskTheMovie.com,Kevin Smith,2014,tt3099498,5.3,"40,390",,
"Min-sik Choi, Ji-tae Yu, Hye-jeong Kang, Dae-han Ji",38 wins & 18 nominations.,"$637,778",South Korea,23 Aug 2005,Chan-wook Park,,"Action, Drama, Mystery, Thriller",Korean,74,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SX300.jpg,Tartan Films,R,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",21 Nov 2003,True,120 min,,Oldboy,movie,http://oldboy.film.ru/,"Garon Tsuchiya (story), Nobuaki Minegishi (comic), Chan-wook Park (character created by: Oldboy,  Vengeance Trilogy), Chan-wook Park (screenplay), Joon-hyung Lim (screenplay), Jo-yun Hwang (screenplay)",2003,tt0364569,8.4,"453,067",,
"Lisa Curtis, Christopher Schmidt, Lyanna Tumaneng, Tanner Maguire",1 nomination.,"$1,121,000",USA,10 Aug 2010,"David Nixon, Patrick Doughtie(co-director)",,"Drama, Family","English, Italian",31,"A young boy fighting cancer writes letters to God, touching lives in his neighborhood and community and inspiring hope among everyone he comes in contact. An unsuspecting substitute postman...",https://m.media-amazon.com/images/M/MV5BNzgyMDQ2MTc1Nl5BMl5BanBnXkFtZTcwOTM0NTYxMw@@._V1_SX300.jpg,Vivendi Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",09 Apr 2010,True,110 min,,Letters to God,movie,http://www.letterstogodthemovie.com/,"Patrick Doughtie (story and screenplay), Art D'Alessandro, Sandra Thrift, Cullen Douglas",2010,tt1462054,6.3,"4,368",,
"Rutger Hauer, Pasha Ebrahimi, Robb Wells, Brian Downey",1 win & 4 nominations.,"$117,137",Canada,05 Jul 2011,Jason Eisener,,"Action, Comedy, Horror, Thriller",English,55,"A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.",https://m.media-amazon.com/images/M/MV5BMTcxMDkxNTMwNl5BMl5BanBnXkFtZTcwMzc5MjUzNA@@._V1_SX300.jpg,Magnolia Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",12 May 2011,True,86 min,,Hobo with a Shotgun,movie,http://www.hobowithashotgun.com/,John Davies,2011,tt1640459,6.1,"41,366",,
"Eric Roberts, Kevin Pollak, Joaquín Cosio, Natasha Esca",2 nominations.,"$3,105,269",Mexico,06 Sep 2016,Enrique Begné,,"Action, Comedy, Crime",English,28,"As former cop Garza seeks revenge on Santos, the crime lord who framed him, he forms an unlikely team with a young hacker who successfully stole $10 million from Santos.",https://m.media-amazon.com/images/M/MV5BMjMwNDkzOTU5N15BMl5BanBnXkFtZTgwMjA3MjgyODE@._V1_SX300.jpg,Draco Films,R,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",31 Mar 2016,True,101 min,,Compadres,movie,N/A,"Ted Perkins, Gabriel Ripstein, Enrique Begné",2016,tt3367294,4.7,861,,
"Kiefer Sutherland, Reese Witherspoon, Bokeem Woodbine, Paul Perri",6 wins & 4 nominations.,N/A,"USA, France",21 Aug 2001,Matthew Bright,,"Comedy, Crime, Drama, Thriller",English,61,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",https://m.media-amazon.com/images/M/MV5BODMzMzNiZTgtZDg1Ni00NDEwLWI0MzMtYjhmYTY5NGYyNDAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Republic Pictures Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",03 Sep 1997,True,102 min,,Freeway,movie,N/A,Matthew Bright,1996,tt0116361,6.9,"24,576",,
"Erin Cottrell, Dale Midkiff, Logan Bartholomew, Frank McRae",N/A,"$229,221",USA,02 Jan 2007,Michael Landon Jr.,,"Drama, Family, Western",N/A,N/A,"The continued Westward journey of settlers Missie and Willie Lahaye. Their roots now firmly planted as they set up homestead in the far West, Missie begins to realize her passion for ...",https://m.media-amazon.com/images/M/MV5BMTc1MTM2NTYwM15BMl5BanBnXkFtZTcwMzg2OTczMQ@@._V1_SX300.jpg,FoxFaith,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}]",N/A,True,87 min,,Love's Abiding Joy,movie,N/A,"Michael Landon Jr. (teleplay), Douglas Lloyd McIntosh (teleplay), Bridget Terry (teleplay), Michael Landon Jr. (television story), Douglas Lloyd McIntosh (television story), Janette Oke (novel)",2006,tt0785025,7.1,"1,546",,
"Katie Jarvis, Michael Fassbender, Kierston Wareing, Rebecca Griffiths",20 wins & 28 nominations.,"$187,074","Netherlands, UK",22 Mar 2010,Andrea Arnold,,Drama,English,81,Everything changes for 15-year-old Mia when her mum brings home a new boyfriend.,https://m.media-amazon.com/images/M/MV5BMTc1NTk4MzkxOF5BMl5BanBnXkFtZTcwNDkxMDAxMw@@._V1_SX300.jpg,IFC,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",11 Sep 2009,True,123 min,,Fish Tank,movie,http://www.fishtankmovie.com/,Andrea Arnold,2009,tt1232776,7.3,"54,549",,
"Greta Gerwig, Carrie MacLemore, Megalyn Echikunwoke, Analeigh Tipton",1 win & 2 nominations.,"$1,007,535",USA,25 Sep 2012,Whit Stillman,,"Comedy, Drama, Romance",English,67,"A trio of girls set out to change the male-dominated environment of the Seven Oaks college campus, and to rescue their fellow students from depression, grunge and low standards of every kind.",https://m.media-amazon.com/images/M/MV5BMTQ3OTEwMzExOF5BMl5BanBnXkFtZTcwNjMwNTgzNw@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",26 Apr 2012,True,99 min,,Damsels in Distress,movie,http://www.sonyclassics.com/damselsindistress/site/,Whit Stillman (screenplay),2011,tt1667307,5.7,"8,728",,
"Craig T. Nelson, Kim Cattrall, Colm Feore, Cress Williams",Nominated for 1 Primetime Emmy. Another 1 win & 1 nomination.,,"USA, Canada",,N/A,,"Action, Horror, Sci-Fi, Thriller",English,N/A,"An amphibious shark-like monster terrorizes an abandoned secret military base and the people who live on the island it is located on. A marine biologist, as well as several other people, ...",https://m.media-amazon.com/images/M/MV5BMTQ5OTMwMDU5MV5BMl5BanBnXkFtZTcwMDIwMDU2NA@@._V1_SX300.jpg,,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",17 May 1998,True,240 min,,Creature,series,,N/A,1998,tt0156205,5.1,"2,387",,1
"Kirsten Dunst, Rebel Wilson, Lizzy Caplan, Paul Corning",1 win & 2 nominations.,"$400,000",USA,19 Mar 2013,Leslye Headland,,"Comedy, Romance",English,53,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,https://m.media-amazon.com/images/M/MV5BZGQ1YjkyZGQtZDk0ZS00ZDgwLTlhYjgtNzQxNjkwMmQ0Mzk5XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,Radius-TWC,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",06 Sep 2012,True,87 min,,Bachelorette,movie,http://www.facebook.com/bachelorettemovie,"Leslye Headland (screenplay), Leslye Headland (based on the play by)",2012,tt1920849,5.3,"42,741",,
"Mary Elizabeth Winstead, Danny Pino, Aaron Tveit, Tony Shalhoub",N/A,,USA,,N/A,,"Comedy, Drama, Horror, Sci-Fi, Thriller",English,N/A,A government employee discovers that the cause of the tensions between the two political parties is a race of extraterrestrial insects eating the brains of the politicians.,https://m.media-amazon.com/images/M/MV5BMTg4MzgzOTAyNl5BMl5BanBnXkFtZTgwNzYxNjg0ODE@._V1_SX300.jpg,,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",13 Jun 2016,True,44 min,,BrainDead,series,,"Michelle King, Robert King",2016,tt4877736,8.1,"9,072",,1
"Virginia Madsen, Lindsey Haun, Barbara Mamabolo, John Ralston",N/A,N/A,USA,12 Oct 2004,Bobby Roth,,"Drama, Family, Music","English, German, French, Italian",N/A,"Holly has everything it takes to be a star; the voice, the dream and the dedication, but she lacks the means to break away from her humble Texas upbringing. Then she gets the chance to ...",https://m.media-amazon.com/images/M/MV5BMTg2NDEwMDQyMl5BMl5BanBnXkFtZTgwMjIyMDA2MDE@._V1_SX300.jpg,LionsGate Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",25 Apr 2004,True,120 min,,Brave New Girl,movie,N/A,"Britney Spears (novel), Lynne Spears (novel), Amy Talkington (television story), Amy Talkington (teleplay)",2004,tt0403118,5.1,787,,
"Bill A. Jones, Jeff Goldblum, Bob Odenkirk, Frank Slaten",1 nomination.,"$145,778",USA,08 May 2012,"Tim Heidecker, Eric Wareheim",,Comedy,English,40,"Two guys get a billion dollars to make a movie, only to watch their dream run off course. In order to make the money back, they then attempt to revitalize a failing shopping mall.",https://m.media-amazon.com/images/M/MV5BMTU0NTQ5NDYwMV5BMl5BanBnXkFtZTcwNjUzNzUxNw@@._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",27 Jan 2012,True,93 min,,Tim and Eric's Billion Dollar Movie,movie,http://www.timandericmovie.com,"Tim Heidecker, Eric Wareheim, Jonathan Krisel (additional writing), Doug Lussenhop (additional writing), Jon Mugar (additional writing)",2012,tt1855401,5.4,"8,949",,
"Mark Wahlberg, George Kennedy, Griffin Cleveland, Jessica Lange",1 win & 3 nominations.,"$18,884,667",USA,28 Apr 2015,Rupert Wyatt,,"Crime, Drama, Thriller",English,55,"Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?",https://m.media-amazon.com/images/M/MV5BMjA5MjIzODE3N15BMl5BanBnXkFtZTgwNzUwNzYwMzE@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",25 Dec 2014,True,111 min,,The Gambler,movie,http://www.TheGamblerMovie.com,"William Monahan (screenplay), James Toback",2014,tt2039393,6.0,"59,145",,
"Paul Warriner, Rebecca Callard, Susan Hampshire, Tim Healy",1 nomination.,,UK,,N/A,,Drama,English,N/A,"At the end of World War I, the Bannerman family re-opens the Grand Hotel after a lengthy closure and a costly re-furbishing. The hotel has been in the family for a long time and John ...",https://m.media-amazon.com/images/M/MV5BNzgzNDE0ODUzMV5BMl5BanBnXkFtZTcwNTY3MDIyMQ@@._V1_SX300.jpg,,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",04 Apr 1997,True,60 min,,The Grand,series,,N/A,1997–1998,tt0118327,7.5,539,,2
"Robert Stadlober, Kostja Ullmann, Jürgen Tonkel, Miriam Morgenstern",4 wins & 4 nominations.,"$100,000",Germany,05 Sep 2006,Marco Kreuzpaintner,,"Comedy, Drama, Romance, Sport",German,51,A close friendship between two crew teammates is tested when one slowly discovers he's gay and attracted to the other.,https://m.media-amazon.com/images/M/MV5BZGY2YTYzN2UtM2MzYy00MzIwLTg3NzQtZjE5ZmNiZDUxNjAwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,Regent Releasing,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",02 Sep 2004,True,98 min,,Summer Storm,movie,http://www.summerstorm-themovie.com/,"Thomas Bahmann (screenplay), Marco Kreuzpaintner (screenplay)",2004,tt0420206,7.4,"12,589",,
"Eric Stoltz, Kate Connor, Lyndsy Fonseca, Andy Hirsch",11 wins & 3 nominations.,"$78,196",USA,22 Sep 2014,"Kate Connor(co-director), Michael Worth(co-director)",,"Drama, History, War",English,47,A drama based on a true story when the Stirn family lived next to a Nazi POW camp in Wisconsin during W.W.II.,https://m.media-amazon.com/images/M/MV5BMzQ3MTkyNDAwMF5BMl5BanBnXkFtZTgwOTIyOTcxMjE@._V1_SX300.jpg,Monterey Media,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",15 Aug 2014,True,100 min,,Fort McCoy,movie,http://fortmccoy-movie.net/,Kate Connor,2011,tt1282046,5.8,315,,
"Madison Bauer, Mark S. Allen, Phil Austin, Nikki Reed",N/A,"$138,788",USA,01 Feb 2011,Deon Taylor,,"Horror, Thriller",English,N/A,A maniac murders teens when they refuse to forward chain mail.,https://m.media-amazon.com/images/M/MV5BOTU4MDE4MDE2OF5BMl5BanBnXkFtZTcwMDQ0Njg4Mw@@._V1_SX300.jpg,New Films International,R,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",11 Nov 2010,True,96 min,,Chain Letter,movie,http://www.chainletterthemovie.com/,"Deon Taylor, Michael J. Pagan",2009,tt1148200,4.2,"4,747",,
"Richard V. Licata, Marcell Rosenblatt, Ryan Merriman, Patti LuPone",1 nomination.,N/A,USA,24 Apr 2001,Jason Alexander,,"Comedy, Drama",English,45,"It's 1955 and curious 14-year-old Bronx kid Lenny has a mission for his summer: to witness two adults in the midst of an ""act of love."" When his mother sends him to Queens to stay with his ...",https://m.media-amazon.com/images/M/MV5BM2EyM2ZiYTUtNGU5ZS00OGQyLThkNTItZjRmMWE2NWQyNTEyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",23 May 2003,True,97 min,,Just Looking,movie,N/A,Marshall Karp,1999,tt0162236,6.7,"1,296",,
"Lauren German, Michael Biehn, Milo Ventimiglia, Courtney B. Vance",1 win & 5 nominations.,"$18,000","USA, Germany, Canada, France",17 Apr 2012,Xavier Gens,,"Drama, Horror, Sci-Fi, Thriller",English,28,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",https://m.media-amazon.com/images/M/MV5BMjMwNjcxODY5OV5BMl5BanBnXkFtZTcwMDA1OTg4Ng@@._V1_SX300.jpg,Anchor Bay Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",20 Apr 2012,True,112 min,,The Divide,movie,http://www.thedividethemovie.com/,"Karl Mueller, Eron Sheean",2011,tt1535616,5.8,"33,385",,
"Billy Roche, Eanna Hardwicke, Hannah Lynch, Ciarán Hinds",5 wins & 10 nominations.,N/A,Ireland,29 Jun 2010,Conor McPherson,,"Drama, Horror, Romance",English,67,"In a seaside Irish town, a widower sparks with a visiting horror novelist while he also begins to believe he is seeing ghosts.",https://m.media-amazon.com/images/M/MV5BMTg0NzU3NTQ1OF5BMl5BanBnXkFtZTcwODQyMTUxMw@@._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",15 Apr 2010,True,88 min,,The Eclipse,movie,http://theeclipsefilm.com/,"Conor McPherson (screenplay), Billy Roche (story and screenplay)",2009,tt1346961,6.2,"2,612",,
"Maria Bello, Frank Grillo, Cody Horn, Dustin Milligan",1 nomination.,N/A,USA,22 Aug 2006,Will Canon,,"Horror, Thriller",English,N/A,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,https://m.media-amazon.com/images/M/MV5BY2JmODVmYTYtYTFiMi00Mzg4LTk1M2EtMDVjYzNiY2VlOWZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Gatlin Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",10 Oct 2017,True,83 min,,Demonic,movie,N/A,"Max La Bella (story), Will Canon (screenplay), Doug Simon (screenplay), Max La Bella (screenplay)",2015,tt1841642,5.3,"11,846",,
"Paget Brewster, Neil Barton, Eric Hoffman, Darren Keefe Reiher",2 wins.,N/A,USA,24 Jan 2006,Philip Zlotorynski,,Comedy,English,32,"""My Big Fat Independent Movie"" is a spoof along the lines of ""Scary Movie"" and ""Not Another Teen Movie."" It includes parodies of some of the indie film world's most renowned movies such as ...",https://m.media-amazon.com/images/M/MV5BMTg1NTYyNjUwOV5BMl5BanBnXkFtZTYwMjc0NjM3._V1_SX300.jpg,Anchor Bay Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",30 Sep 2005,True,80 min,,My Big Fat Independent Movie,movie,http://www.mybigfatindependentmovie.com,"Chris Gore (screenplay), Adam Schwartz",2005,tt0385890,3.3,"1,288",,
"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",Won 2 Oscars. Another 31 wins & 62 nominations.,"$319,323,000",USA,01 Jun 2010,Tim Burton,,"Adventure, Family, Fantasy",English,53,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",05 Mar 2010,True,108 min,,Alice in Wonderland,movie,http://disney.go.com/disneypictures/aliceinwonderland/,"Linda Woolverton (screenplay), Lewis Carroll (books)",2010,tt1014759,6.5,"355,570",,
"Nicholas Turturro, Talia Shire, Gary Valentine, Michael Rapaport",N/A,N/A,USA,15 Jun 2010,Lance Kawas,,Comedy,English,N/A,"A U.S. Italian actor is deported to Mexico by some crooked I.N.S. agents, and a pack of orphans help him find his way back to America.",http://ia.media-imdb.com/images/M/MV5BMTc2MzI2NDYxNl5BMl5BanBnXkFtZTcwMDcyNzUyMw@@._V1_SX300.jpg,701 Productions,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,True,90 min,,The Deported,movie,http://www.greenapple-ent.com,"James Mercel, Christian Sesma, Nicholas Turturro, Lance Kawas",2009,tt1390404,6.1,67,,
"Rooney Mara, Georgia King, Brie Larson, Amy Ferguson",2 wins.,"$5,005",USA,06 Dec 2011,"Francesca Gregorini, Tatiana von Fürstenberg",,"Drama, Romance",English,40,"Tanner Hall is a vivid peek into the private world of an all-girls boarding school. In a cozy, but run-down New England, the knot of adolescent complexity is unraveled through the coming-of-age stories of four teenage girls.",https://m.media-amazon.com/images/M/MV5BNDY5OTYwNDMzNF5BMl5BanBnXkFtZTcwODU2MTQyNg@@._V1_SX300.jpg,Anchor Bay Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",15 Jan 2015,True,96 min,,Tanner Hall,movie,http://www.tannerhallthefilm.com,"Tatiana von Fürstenberg, Francesca Gregorini",2009,tt1151410,5.9,"2,923",,
"Camilla Belle, Andy Garcia, Colin Egglesfield, Juliette Lewis",1 win.,N/A,"Brazil, USA",N/A,Marcio Garcia,,"Action, Drama, Thriller","English, Portuguese",N/A,"Angie, a young Brazilian artist, abandons her old life and embarks on a journey around the country. Running from her past, and searching for her foundation in life, Angie finds not only herself but love in its many forms.",https://m.media-amazon.com/images/M/MV5BMjI2NTg1OTY2MF5BMl5BanBnXkFtZTcwMTI5Mzg5Nw@@._V1_SX300.jpg,N/A,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",12 Apr 2013,True,85 min,,Open Road,movie,N/A,Julia Camara (screenplay),2013,tt1922679,5.5,"1,571",,
"Paul Rudd, Amy Poehler, Bill Hader, Ellie Kemper",N/A,N/A,USA,02 Sep 2014,David Wain,,"Comedy, Romance",English,60,A small business owner is about to lose her shop to a major corporate development.,https://m.media-amazon.com/images/M/MV5BMTkzNzA2Nzc1Ml5BMl5BanBnXkFtZTgwNzcwNzk3MTE@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",05 Sep 2014,True,83 min,,They Came Together,movie,http://www.lionsgate.com/movies/theycametogether/,"Michael Showalter, David Wain",2014,tt2398249,5.5,"19,671",,
