,Movie Title,Director,Actor 1,Actor 2,Actor 3,Budget,Profit / Loss,IMDB Rating,Profitable
3354,Beginners ,Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,3200000.0,2576314,7.2,1
3355,Animal House ,John Landis,John Belushi,Karen Allen,Tim Matheson,3000000.0,138600000,7.6,1
3356,Goldfinger ,Guy Hamilton,Honor Blackman,Gert Fröbe,Lois Maxwell,3000000.0,48100000,7.8,1
3357,Trainspotting ,Danny Boyle,Kelly Macdonald,Shirley Henderson,Ewen Bremner,3500000.0,13001785,8.2,1
3358,The Original Kings of Comedy ,Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,3000000.0,35168022,6.6,1
3359,Paranormal Activity 2 ,Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat,3000000.0,81749884,5.7,1
3360,Waking Ned Devine ,Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,3000000.0,21788807,7.4,1
3361,Bowling for Columbine ,Michael Moore,Michael Moore,Dick Clark,Bill Clinton,4000000.0,17244913,8.0,1
3362,A Nightmare on Elm Street 2: Freddy's Revenge ,Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,2200000.0,27800000,5.4,1
3363,A Room with a View ,James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,3000000.0,17966644,7.4,1
3364,The Purge ,James DeMonaco,Rhys Wakefield,Adelaide Kane,Chris Mulkey,3000000.0,61423650,5.7,1
3365,Sinister ,Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,3000000.0,45056940,6.8,1
3366,Martin Lawrence Live: Runteldat ,David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,3000000.0,16184015,5.4,1
3367,Air Bud ,Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,3000000.0,21629916,5.1,1
3368,Jason Lives: Friday the 13th Part VI ,Tom McLoughlin,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,3000000.0,16472057,5.9,1
3369,The Bridge on the River Kwai ,David Lean,William Holden,Sessue Hayakawa,Jack Hawkins,3000000.0,24200000,8.2,1
3370,Spaced Invaders ,Patrick Read Johnson,Ariana Richards,Royal Dano,Tonya Lee Williams,3000000.0,12369573,5.3,1
3371,Jason Goes to Hell: The Final Friday ,Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,2500000.0,13435068,4.3,1
3372,Dave Chappelle's Block Party ,Michel Gondry,Common,Dave Chappelle,Lauryn Hill,3000000.0,8694528,7.2,1
3373,Next Day Air ,Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,3000000.0,7017041,5.9,1
3374,Phat Girlz ,Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,3000000.0,4059537,3.0,1
3375,Before Midnight ,Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,3000000.0,5114507,7.9,1
3376,Teen Wolf Too ,Christopher Leitch,John Astin,Robert Neary,Kim Darby,3000000.0,4888703,3.2,1
3377,Phantasm II ,Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,3000000.0,4282851,6.5,1
3378,Real Women Have Curves ,Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,3000000.0,2844929,7.0,1
3379,East Is East ,Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,1900000.0,2270647,6.9,1
3380,Whipped ,Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,3000000.0,1142507,4.4,1
3381,Kama Sutra: A Tale of Love ,Mira Nair,Indira Varma,Sarita Choudhury,Rekha,3000000.0,1109095,6.0,1
3382,Warlock: The Armageddon ,Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall,3000000.0,902679,5.3,1
3383,8 Heads in a Duffel Bag ,Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,3000000.0,559990,5.3,1
3384,Thirteen Conversations About One Thing ,Jill Sprecher,Matthew McConaughey,Rob McElhenney,Amy Irving,4500000.0,-1212565,7.1,0
3385,Jawbreaker ,Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,3500000.0,-428053,5.4,0
3386,Basquiat ,Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love,3300000.0,-338009,6.9,0
3387,Tsotsi ,Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,3000000.0,-87637,7.3,0
3388,DysFunktional Family ,George Gallo,Eddie Griffin,Joe Howard,Robert Noble,3000000.0,-776010,6.6,0
3389,Tusk ,Kevin Smith,Johnny Depp,Haley Joel Osment,Michael Parks,3000000.0,-1178017,5.4,0
3390,Oldboy ,Chan-wook Park,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,3000000.0,-818710,8.4,0
3391,Letters to God ,David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,3500000.0,-651422,6.3,0
3392,Hobo with a Shotgun ,Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth,3000000.0,-2296998,6.1,0
3393,Bachelorette ,Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells,3000000.0,-2581732,5.3,0
3394,Tim and Eric's Billion Dollar Movie ,Tim Heidecker,Michael Gross,William Atherton,Bob Ross,3000000.0,-2799197,5.3,0
3395,The Gambler ,Rupert Wyatt,George Kennedy,Cjon Saulsberry,Griffin Cleveland,25000000.0,8631221,6.0,1
3396,Summer Storm ,Marco Kreuzpaintner,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,2700000.0,-2604984,7.4,0
3397,Chain Letter ,Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan,5000000.0,-4857000,4.1,0
3398,Just Looking ,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,3000000.0,-2960148,6.7,0
3399,The Divide ,Xavier Gens,Michael Biehn,Lauren German,Rosanna Arquette,3000000.0,-2978000,5.8,0
3400,Alice in Wonderland ,Tim Burton,Johnny Depp,Alan Rickman,Anne Hathaway,200000000.0,134185206,6.5,1
3401,Cinderella ,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,95000000.0,106148159,7.0,1
3402,Central Station ,Walter Salles,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,2900000.0,2695428,8.0,1
3403,Boynton Beach Club ,Susan Seidelman,Dyan Cannon,Michael Nouri,Brenda Vaccaro,1500000.0,1623749,6.5,1
3404,High Tension ,Alexandre Aja,Cécile De France,Maïwenn,Oana Pellea,2200000.0,1445438,6.8,1
3405,Hustle & Flow ,Craig Brewer,Isaac Hayes,Paula Jai Parker,Elise Neal,8000000.0,14201636,7.4,1
3406,Some Like It Hot ,Billy Wilder,Nehemiah Persoff,Joe E. Brown,George Raft,2883848.0,22116152,8.3,1
3407,Friday the 13th Part VII: The New Blood ,John Carl Buechler,Kane Hodder,Terry Kiser,William Butler,2800000.0,16370001,5.3,1
3408,The Wizard of Oz ,Victor Fleming,Margaret Hamilton,Terry,Billie Burke,2800000.0,19402612,8.1,1
3409,Young Frankenstein ,Mel Brooks,Madeline Kahn,Peter Boyle,Teri Garr,2800000.0,83500000,8.0,1
3410,Diary of the Dead ,George A. Romero,Megan Park,Shawn Roberts,Joe Dinicol,2000000.0,-1047380,5.7,0
3411,Ulee's Gold ,Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima,2700000.0,6354736,7.1,1
3412,Blazing Saddles ,Mel Brooks,Madeline Kahn,David Huddleston,Harvey Korman,2600000.0,116900000,7.8,1
3413,Friday the 13th: The Final Chapter ,Joseph Zito,Judie Aronson,Tom Everett,Kimberly Beck,1800000.0,30800000,5.9,1
3414,Maurice ,James Ivory,Rupert Graves,Denholm Elliott,Simon Callow,2600000.0,530592,7.8,1
3415,The Astronaut's Wife ,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall,34000000.0,-23345419,5.3,0
3416,Timecrimes ,Nacho Vigalondo,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,2600000.0,-2561892,7.2,0
3417,A Haunted House ,Michael Tiddes,Essence Atkins,Alanna Ubach,J.B. Smoove,2500000.0,37541683,5.1,1
3418,2016: Obama's America ,Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,2500000.0,30849949,5.1,1
3419,Halloween II ,Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder,15000000.0,18386128,4.9,1
3420,That Thing You Do! ,Tom Hanks,Tom Hanks,Charlize Theron,Ethan Embry,26000000.0,-190187,6.9,0
3421,Halloween III: Season of the Witch ,Tommy Lee Wallace,Tom Atkins,Dan O'Herlihy,Nancy Kyes,2500000.0,11900000,4.6,1
3422,Kevin Hart: Let Me Explain ,Leslie Small,David Jason Perez,La'Princess Jackson,Dana Hanna,2500000.0,29730907,6.7,1
3423,My Own Private Idaho ,Gus Van Sant,Keanu Reeves,Udo Kier,Flea,2500000.0,3901336,7.1,1
3424,Garden State ,Zach Braff,Armando Riesco,Michael Weston,Jill Flint,2500000.0,24281723,7.6,1
3425,Before Sunrise ,Richard Linklater,Hanno Pöschl,Hans Weingartner,Dominik Castell,2500000.0,2900000,8.1,1
3426,Jesus' Son ,Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber,2500000.0,-1217916,7.0,0
3427,Robot & Frank ,Jake Schreier,Frank Langella,Joshua Ormond,Ana Gasteyer,2500000.0,825638,7.1,1
3428,My Life Without Me ,Isabel Coixet,Sarah Polley,Julian Richings,Amanda Plummer,2000000.0,-1604408,7.6,0
3429,The Spectacular Now ,James Ponsoldt,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,2500000.0,4351969,7.1,1
3430,Religulous ,Larry Charles,Bill Maher,Tal Bachman,Steve Burg,2500000.0,10495673,7.7,1
3431,Fuel ,Joshua Tickell,Larry David,Sheryl Crow,George W. Bush,2500000.0,-2326217,7.6,0
3432,Dodgeball: A True Underdog Story ,Rawson Marshall Thurber,Gary Cole,Stephen Root,Joel David Moore,20000000.0,94324072,6.7,1
3433,Eye of the Dolphin ,Michael D. Sellers,Katharine Ross,Carly Schroeder,George Harris,2500000.0,-2428096,5.7,0
3434,8: The Mormon Proposition ,Reed Cowan,Dustin Lance Black,Emily Pearson,Gavin Newsom,2500000.0,-2400149,7.1,0
3435,The Other End of the Line ,James Dodson,Larry Miller,Anupam Kher,Shriya Saran,14000000.0,-13884496,6.2,0
3436,Anatomy ,Stefan Ruzowitzky,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg,8400000.0,-8394275,6.1,0
3437,Sleep Dealer ,Alex Rivera,Leonor Varela,Jacob Vargas,Tenoch Huerta,2500000.0,-2424273,5.9,0
3438,Super ,James Gunn,Linda Cardellini,Rainn Wilson,Paul T. Taylor,2500000.0,-2177843,6.8,0
3439,Get on the Bus ,Spike Lee,Bernie Mac,Harry Lennix,Andre Braugher,2400000.0,3331103,6.8,1
3440,Thr3e ,Robby Henson,Marc Blucas,Max Ryan,Justine Waddell,2400000.0,-1421092,5.1,0
3441,This Is England ,Shane Meadows,Stephen Graham,Joseph Gilgun,Jack O'Connell,1500000.0,-1172081,7.7,0
3442,Go for It! ,Carmen Marron,Jossara Jinaro,Aimee Garcia,Rene Rosado,2450000.0,-2271261,3.9,0
3443,Friday the 13th Part III ,Steve Miner,Richard Brooker,Dana Kimmell,Catherine Parks,4000000.0,32200000,5.7,1
3444,Friday the 13th: A New Beginning ,Danny Steinmann,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,2200000.0,19100000,4.7,1
3445,The Last Sin Eater ,Michael Landon Jr.,Henry Thomas,Louise Fletcher,A.J. Buckley,2200000.0,-1820357,5.9,0
3446,The Best Years of Our Lives ,William Wyler,Myrna Loy,Teresa Wright,Dana Andrews,2100000.0,21550000,8.1,1
3447,Elling ,Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,15500000.0,-15186564,7.6,0
3448,From Russia with Love ,Terence Young,Robert Shaw,Daniela Bianchi,Lois Maxwell,2000000.0,22800000,7.5,1
3449,The Toxic Avenger Part II ,Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye,2300000.0,-1507034,5.1,0
3450,It Follows ,David Robert Mitchell,Maika Monroe,Ruby Harris,Jake Weary,2000000.0,12673301,6.9,1
3451,Mad Max 2: The Road Warrior ,George Miller,Vernon Wells,Bruce Spence,Kjell Nilsson,2000000.0,7003011,7.6,1
3452,The Legend of Drunken Master ,Chia-Liang Liu,Andy Lau,Anita Mui,Ho-Sung Pak,2000000.0,9546543,7.6,1
3453,Boys Don't Cry ,Kimberly Peirce,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,2000000.0,9533945,7.6,1
3454,Silent House ,Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,2000000.0,10555230,5.3,1
3455,The Lives of Others ,Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Mühe,Martina Gedeck,2000000.0,9284657,8.5,1
3456,Courageous ,Alex Kendrick,Ben Davies,Alex Kendrick,T.C. Stallings,2000000.0,32522221,7.0,1
3457,The Triplets of Belleville ,Sylvain Chomet,Michel Robin,Charles Linton,Béatrice Bonifassi,9500000.0,-2497745,7.8,0
3458,Smoke Signals ,Chris Eyre,Michael Greyeyes,Irene Bedard,Gary Farmer,2000000.0,4719300,7.2,1
3459,Before Sunset ,Richard Linklater,Vernon Dobtcheff,Albert Delpy,Marie Pillet,2700000.0,3092822,8.0,1
3460,Amores Perros ,Alejandro G. Iñárritu,Adriana Barraza,Jorge Salinas,Goya Toledo,2000000.0,3383834,8.1,1
3461,Thirteen ,Catherine Hardwicke,Holly Hunter,Sarah Clarke,Kip Pardue,1500000.0,3099680,6.8,1
3462,Winter's Bone ,Debra Granik,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,2000000.0,4531491,7.2,1
3463,Me and You and Everyone We Know ,Miranda July,Najarra Townsend,Brad William Henke,Miranda July,2000000.0,1885134,7.4,1
3464,We Are Your Friends ,Max Joseph,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,2000000.0,1590010,6.1,1
3465,Harsh Times ,David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi,2000000.0,1335839,7.0,1
3466,Captive ,Jerry Jameson,David Oyelowo,Leonor Varela,Sydelle Noel,2000000.0,557668,5.3,1
3467,Full Frontal ,Steven Soderbergh,Julia Roberts,Enrico Colantoni,Blair Underwood,2000000.0,506446,4.7,1
3468,Witchboard ,Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,2000000.0,5369373,5.7,1
3469,Hamlet ,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,18000000.0,-13585465,7.8,0
3470,Shortbus ,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker,2000000.0,-15622,6.5,0
3471,Waltz with Bashir ,Ari Folman,Ari Folman,Ronny Dayag,Zahava Solomon,1500000.0,783276,8.0,1
3472,"The Book of Mormon Movie, Volume 1: The Journey ",Gary Rogers,Noah Danby,Kirby Heyborne,Bruce Newbold,2000000.0,-901776,3.3,0
3473,The Diary of a Teenage Girl ,Marielle Heller,Alexander Skarsgård,David Fine,Austin Lyon,2000000.0,-522998,6.9,0
3474,In the Shadow of the Moon ,David Sington,John F. Kennedy,Buzz Aldrin,Neil Armstrong,2000000.0,-865951,8.1,0
3475,Inside Deep Throat ,Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace,2000000.0,-1346379,6.8,0
3476,The Virginity Hit ,Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman,3400000.0,-2864751,4.6,0
3477,House of D ,David Duchovny,Robin Williams,Mark Margolis,Frank Langella,6000000.0,-5628919,7.0,0
3478,Six-String Samurai ,Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,2000000.0,-1875506,6.7,0
3479,Saint John of Las Vegas ,Hue Rhodes,Peter Dinklage,Steve Buscemi,Romany Malco,3800000.0,-3699331,5.8,0
3480,Stonewall ,Roland Emmerich,Jeremy Irvine,Caleb Landry Jones,Matt Craven,13500000.0,-13313646,4.5,0
3481,London ,Hunter Richards,Jason Statham,Chris Evans,Dane Cook,14000.0,-1333,6.6,0
3482,Sherrybaby ,Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst,2000000.0,-1801593,6.6,0
3483,Stealing Harvard ,Bruce McCulloch,Martin Starr,Megan Mullally,Chris Penn,25000000.0,-11026468,5.1,0
3484,Gangster's Paradise: Jerusalema ,Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,2000000.0,-1995042,7.8,0
3485,The Lady from Shanghai ,Orson Welles,Rita Hayworth,Everett Sloane,Ted de Corsia,2300000.0,-2292073,7.7,0
3486,The Ghastly Love of Johnny X ,Paul Bunnell,Kate Maberly,Kevin McCarthy,Paul Williams,2000000.0,-1997564,5.7,0
3487,River's Edge ,Tim Hunter,Keanu Reeves,Daniel Roebuck,Ione Skye,1900000.0,2700000,7.1,1
3488,Northfork ,Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries,1900000.0,-479422,6.4,0
3489,Buried ,Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,Erik Palladino,3000000.0,-1971342,7.0,0
3490,One to Another ,Pascal Arnold,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,1400000.0,-1381565,5.8,0
3491,Carrie ,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,30000000.0,5266619,5.9,1
3492,A Nightmare on Elm Street ,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,1800000.0,24705000,7.5,1
3493,Man on Wire ,James Marsh,Paul McGill,Philippe Petit,Jean-Louis Blondeau,1000000.0,1957978,7.8,1
3494,Brotherly Love ,Jamal Hill,Logan Browning,Adam Ratcliffe,Faizon Love,1900000.0,-1455956,7.2,0
3495,The Last Exorcism ,Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian,1800000.0,39190055,5.6,1
3496,El crimen del padre Amaro ,Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,1800000.0,3909616,6.8,1
3497,Beasts of the Southern Wild ,Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry,1800000.0,10984397,7.3,1
3498,Songcatcher ,Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams,1800000.0,1250934,7.3,1
3499,Run Lola Run ,Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,3500000.0,3767324,7.8,1
3500,May ,Lucky McKee,James Duval,Will Estes,Nora Zehetner,500000.0,-354460,6.7,0
3501,In the Bedroom ,Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen,1700000.0,34218429,7.5,1
3502,I Spit on Your Grave ,Steven R. Monroe,Sarah Butler,Chad Lindberg,Daniel Franzese,2000000.0,-1907599,6.3,0
3503,"Happy, Texas ",Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,1700000.0,243649,6.3,1
3504,My Summer of Love ,Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews,1700000.0,-707762,6.8,0
3505,The Lunchbox ,Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,1000000.0,3231500,7.8,1
3506,Yes ,Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas,1000000.0,-603965,6.9,0
3507,Caramel ,Nadine Labaki,Yasmine Al Massri,Adel Karam,Nadine Labaki,1300000.0,-239409,7.2,0
3508,Mississippi Mermaid ,François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,1600000.0,-1573107,7.2,0
3509,I Love Your Work ,Adam Goldberg,Judy Greer,Marisa Coughlan,Nicky Katt,1650000.0,-1647420,5.4,0
3510,Dawn of the Dead ,Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer,26000000.0,32885635,7.4,1
3511,Waitress ,Adrienne Shelly,Lew Temple,Cheryl Hines,Eddie Jemison,2000000.0,17067631,7.1,1
3512,Bloodsport ,Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu,1100000.0,10706119,6.8,1
3513,The Squid and the Whale ,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline,1500000.0,5862100,7.4,1
3514,Kissing Jessica Stein ,Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,1000000.0,6022940,6.7,1
3515,Exotica ,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley,2000000.0,3132222,7.2,1
3516,Buffalo '66 ,Vincent Gallo,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent,1500000.0,865931,7.5,1
3517,Insidious ,James Wan,Lin Shaye,Barbara Hershey,Philip Friedman,1500000.0,52491137,6.8,1
3518,Nine Queens ,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice,1500000.0,-278739,7.9,0
3519,The Ballad of Jack and Rose ,Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald,1500000.0,-787706,6.7,0
3520,The To Do List ,Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter,1500000.0,1947339,5.8,1
3521,Killing Zoe ,Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,1500000.0,-1081047,6.5,0
3522,The Believer ,Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix,1500000.0,-1093965,7.2,0
3523,Session 9 ,Brad Anderson,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,1500000.0,-1126033,6.5,0
3524,I Want Someone to Eat Cheese With ,Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick,1500000.0,-1305432,6.2,0
3525,Modern Times ,Charles Chaplin,Paulette Goddard,Stanley Blystone,Fred Malatesta,1500000.0,-1336755,8.6,0
3526,Stolen Summer ,Pete Jones,Brian Dennehy,Aidan Quinn,Bonnie Hunt,1500000.0,-1380159,6.5,0
3527,My Name Is Bruce ,Bruce Campbell,Ted Raimi,Dan Hicks,Timothy Patrick Quill,1500000.0,-1326934,6.3,0
3528,Pontypool ,Bruce McDonald,Stephen McHattie,Georgina Reilly,Boyd Banks,1500000.0,-1496522,6.7,0
3529,Trucker ,James Mottern,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,2000000.0,-1947834,6.7,0
3530,The Lords of Salem ,Rob Zombie,Sid Haig,Dee Wallace,Michael Berryman,2500000.0,-1336492,5.1,0
3531,Jack Reacher ,Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo,60000000.0,20033643,7.0,1
3532,Snow White and the Seven Dwarfs ,William Cottrell,Adriana Caselotti,Billy Gilbert,Lucille La Verne,2000000.0,182925485,7.7,1
3533,The Holy Girl ,Lucrecia Martel,Mía Maestro,Mercedes Morán,María Alche,1400000.0,-1095876,6.7,0
3534,Incident at Loch Ness ,Zak Penn,Zak Penn,Gabriel Beristain,John Bailey,1400000.0,-1363170,6.6,0
3535,"Lock, Stock and Two Smoking Barrels ",Guy Ritchie,Jason Statham,Jason Flemyng,Dexter Fletcher,960000.0,2690677,8.2,1
3536,The Celebration ,Thomas Vinterberg,Ulrich Thomsen,Paprika Steen,Trine Dyrholm,1300000.0,347780,8.1,1
3537,Trees Lounge ,Steve Buscemi,Steve Buscemi,Debi Mazar,Carol Kane,1300000.0,-604771,7.2,0
3538,Journey from the Fall ,Ham Tran,Long Nguyen,Kieu Chinh,Cat Ly,1592000.0,-953049,7.4,0
3539,The Basket ,Rich Cowan,Eric Dane,Karen Allen,Peter Coyote,1300000.0,-690958,6.5,0
3540,Mercury Rising ,Harold Becker,Bruce Willis,Miko Hughes,Carrie Preston,60000000.0,-27059493,6.1,0
3541,The Hebrew Hammer ,Jonathan Kesselman,Judy Greer,Adam Goldberg,Tony Cox,1000000.0,-980461,6.2,0
3542,Friday the 13th Part 2 ,Steve Miner,Betsy Palmer,Adrienne King,Amy Steel,1250000.0,17850000,6.1,1
3543,"Sex, Lies, and Videotape ",Steven Soderbergh,Peter Gallagher,Laura San Giacomo,Steven Brill,1200000.0,23541700,7.2,1
3544,Saw ,James Wan,Michael Emerson,Monica Potter,Shawnee Smith,1200000.0,53953403,7.7,1
3545,Super Troopers ,Jay Chandrasekhar,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar,1200000.0,17288314,7.1,1
3546,The Day the Earth Stood Still ,Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger,80000000.0,-636215,5.5,0
3547,Monsoon Wedding ,Mira Nair,Naseeruddin Shah,Randeep Hooda,Lillete Dubey,7000000.0,6876974,7.4,1
3548,You Can Count on Me ,Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann,1200000.0,7980275,7.7,1
3549,Lucky Number Slevin ,Paul McGuigan,Bruce Willis,Morgan Freeman,Dorian Missick,27000000.0,-4505513,7.8,0
3550,But I'm a Cheerleader ,Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian,1200000.0,999853,6.6,1
3551,Home Run ,David Boyd,Vivica A. Fox,Drew Waters,Scott Elrod,1200000.0,1659955,6.0,1
3552,Reservoir Dogs ,Quentin Tarantino,Quentin Tarantino,Steve Buscemi,Chris Penn,1200000.0,1612029,8.4,1
3553,"The Good, the Bad and the Ugly ",Sergio Leone,Clint Eastwood,Luigi Pistilli,Enzo Petito,1200000.0,4900000,8.9,1
3554,The Second Mother ,Anna Muylaert,Alex Huszar,Regina Casé,Luis Miranda,4000000.0,-3624277,7.9,0
3555,Blue Like Jazz ,Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange,1200000.0,-605096,6.0,0
3556,Down and Out with the Dolls ,Kurt Voss,Lemmy,Coyote Shivers,Zoë Poledouris,1200000.0,-1141064,6.1,0
3557,Airborne ,Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell,2600000.0,250263,6.2,1
3558,Waiting... ,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies,3000000.0,13101109,6.8,1
3559,From a Whisper to a Scream ,Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell,1100000.0,300000,5.9,1
3560,Beyond the Black Rainbow ,Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne,1100000.0,-1043871,6.1,0
3561,The Raid: Redemption ,Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah,1100000.0,3005123,7.6,1
3562,Rocky ,John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers,960000.0,116275247,8.1,1
